INFO:__main__:Reading the dataset: fish cross-species
INFO:__main__:model: Transformer(
  (encoder): Encoder(
    (layers): ModuleList(
      (0-2): 3 x EncoderLayer(
        (self_attention): MultiHeadAttention(
          (query): Linear(in_features=1023, out_features=1023, bias=True)
          (key): Linear(in_features=1023, out_features=1023, bias=True)
          (value): Linear(in_features=1023, out_features=1023, bias=True)
          (fc_out): Linear(in_features=1023, out_features=1023, bias=True)
        )
        (feed_forward): FeedForward(
          (fc1): Linear(in_features=1023, out_features=64, bias=True)
          (fc2): Linear(in_features=64, out_features=1023, bias=True)
          (dropout): Dropout(p=0.2, inplace=False)
        )
        (norm1): LayerNorm((1023,), eps=1e-05, elementwise_affine=True)
        (norm2): LayerNorm((1023,), eps=1e-05, elementwise_affine=True)
        (dropout1): Dropout(p=0.2, inplace=False)
        (dropout2): Dropout(p=0.2, inplace=False)
      )
    )
  )
  (decoder): Decoder(
    (layers): ModuleList(
      (0-2): 3 x DecoderLayer(
        (self_attention): MultiHeadAttention(
          (query): Linear(in_features=1023, out_features=1023, bias=True)
          (key): Linear(in_features=1023, out_features=1023, bias=True)
          (value): Linear(in_features=1023, out_features=1023, bias=True)
          (fc_out): Linear(in_features=1023, out_features=1023, bias=True)
        )
        (cross_attention): MultiHeadAttention(
          (query): Linear(in_features=1023, out_features=1023, bias=True)
          (key): Linear(in_features=1023, out_features=1023, bias=True)
          (value): Linear(in_features=1023, out_features=1023, bias=True)
          (fc_out): Linear(in_features=1023, out_features=1023, bias=True)
        )
        (feed_forward): FeedForward(
          (fc1): Linear(in_features=1023, out_features=64, bias=True)
          (fc2): Linear(in_features=64, out_features=1023, bias=True)
          (dropout): Dropout(p=0.2, inplace=False)
        )
        (norm1): LayerNorm((1023,), eps=1e-05, elementwise_affine=True)
        (norm2): LayerNorm((1023,), eps=1e-05, elementwise_affine=True)
        (norm3): LayerNorm((1023,), eps=1e-05, elementwise_affine=True)
        (dropout1): Dropout(p=0.2, inplace=False)
        (dropout2): Dropout(p=0.2, inplace=False)
        (dropout3): Dropout(p=0.2, inplace=False)
      )
    )
  )
  (fc): Linear(in_features=1023, out_features=1023, bias=True)
)
INFO:__main__:Pre-training the network: Masked Spectra Modelling
INFO:pre_training:Epoch [1/100], Loss: 0.0839, Val: 0.0056
INFO:pre_training:Epoch [2/100], Loss: 0.0674, Val: 0.0046
INFO:pre_training:Epoch [3/100], Loss: 0.0575, Val: 0.0037
INFO:pre_training:Epoch [4/100], Loss: 0.0510, Val: 0.0033
INFO:pre_training:Epoch [5/100], Loss: 0.0464, Val: 0.0031
INFO:pre_training:Epoch [6/100], Loss: 0.0431, Val: 0.0029
INFO:pre_training:Epoch [7/100], Loss: 0.0405, Val: 0.0028
INFO:pre_training:Epoch [8/100], Loss: 0.0384, Val: 0.0028
INFO:pre_training:Epoch [9/100], Loss: 0.0367, Val: 0.0026
INFO:pre_training:Epoch [10/100], Loss: 0.0353, Val: 0.0025
INFO:pre_training:Epoch [11/100], Loss: 0.0339, Val: 0.0026
INFO:pre_training:Epoch [12/100], Loss: 0.0325, Val: 0.0024
INFO:pre_training:Epoch [13/100], Loss: 0.0314, Val: 0.0025
INFO:pre_training:Epoch [14/100], Loss: 0.0305, Val: 0.0024
INFO:pre_training:Epoch [15/100], Loss: 0.0295, Val: 0.0024
INFO:pre_training:Epoch [16/100], Loss: 0.0286, Val: 0.0023
INFO:pre_training:Epoch [17/100], Loss: 0.0278, Val: 0.0023
INFO:pre_training:Epoch [18/100], Loss: 0.0271, Val: 0.0023
INFO:pre_training:Epoch [19/100], Loss: 0.0265, Val: 0.0022
INFO:pre_training:Epoch [20/100], Loss: 0.0257, Val: 0.0022
INFO:pre_training:Epoch [21/100], Loss: 0.0251, Val: 0.0022
INFO:pre_training:Epoch [22/100], Loss: 0.0244, Val: 0.0021
INFO:pre_training:Epoch [23/100], Loss: 0.0239, Val: 0.0021
INFO:pre_training:Epoch [24/100], Loss: 0.0232, Val: 0.0020
INFO:pre_training:Epoch [25/100], Loss: 0.0227, Val: 0.0020
INFO:pre_training:Epoch [26/100], Loss: 0.0222, Val: 0.0020
INFO:pre_training:Epoch [27/100], Loss: 0.0217, Val: 0.0020
INFO:pre_training:Epoch [28/100], Loss: 0.0213, Val: 0.0019
INFO:pre_training:Epoch [29/100], Loss: 0.0207, Val: 0.0019
INFO:pre_training:Epoch [30/100], Loss: 0.0204, Val: 0.0019
