INFO:__main__:Reading the dataset: fish oil
INFO:__main__:Pre-training the network: Masked Spectra Modelling
INFO:pre_training:Epoch [1/100], Loss: 0.0883, Val: 0.0074
INFO:pre_training:Epoch [2/100], Loss: 0.0765, Val: 0.0066
INFO:pre_training:Epoch [3/100], Loss: 0.0699, Val: 0.0061
INFO:pre_training:Epoch [4/100], Loss: 0.0641, Val: 0.0056
INFO:pre_training:Epoch [5/100], Loss: 0.0600, Val: 0.0052
INFO:pre_training:Epoch [6/100], Loss: 0.0561, Val: 0.0048
INFO:pre_training:Epoch [7/100], Loss: 0.0528, Val: 0.0046
INFO:pre_training:Epoch [8/100], Loss: 0.0501, Val: 0.0045
INFO:pre_training:Epoch [9/100], Loss: 0.0478, Val: 0.0044
INFO:pre_training:Epoch [10/100], Loss: 0.0457, Val: 0.0042
INFO:pre_training:Epoch [11/100], Loss: 0.0440, Val: 0.0041
INFO:pre_training:Epoch [12/100], Loss: 0.0422, Val: 0.0040
INFO:pre_training:Epoch [13/100], Loss: 0.0408, Val: 0.0039
INFO:pre_training:Epoch [14/100], Loss: 0.0395, Val: 0.0038
INFO:pre_training:Epoch [15/100], Loss: 0.0381, Val: 0.0037
INFO:pre_training:Epoch [16/100], Loss: 0.0371, Val: 0.0037
INFO:pre_training:Epoch [17/100], Loss: 0.0361, Val: 0.0036
INFO:pre_training:Epoch [18/100], Loss: 0.0350, Val: 0.0035
INFO:pre_training:Epoch [19/100], Loss: 0.0342, Val: 0.0035
INFO:pre_training:Epoch [20/100], Loss: 0.0334, Val: 0.0034
INFO:pre_training:Epoch [21/100], Loss: 0.0325, Val: 0.0035
INFO:pre_training:Epoch [22/100], Loss: 0.0317, Val: 0.0034
INFO:pre_training:Epoch [23/100], Loss: 0.0310, Val: 0.0033
INFO:pre_training:Epoch [24/100], Loss: 0.0303, Val: 0.0033
INFO:pre_training:Epoch [25/100], Loss: 0.0296, Val: 0.0033
INFO:pre_training:Epoch [26/100], Loss: 0.0289, Val: 0.0032
INFO:pre_training:Epoch [27/100], Loss: 0.0286, Val: 0.0031
INFO:pre_training:Epoch [28/100], Loss: 0.0279, Val: 0.0031
INFO:pre_training:Epoch [29/100], Loss: 0.0274, Val: 0.0031
INFO:pre_training:Epoch [30/100], Loss: 0.0268, Val: 0.0031
INFO:pre_training:Epoch [31/100], Loss: 0.0263, Val: 0.0030
INFO:pre_training:Epoch [32/100], Loss: 0.0259, Val: 0.0030
INFO:pre_training:Epoch [33/100], Loss: 0.0253, Val: 0.0030
INFO:pre_training:Epoch [34/100], Loss: 0.0249, Val: 0.0030
INFO:pre_training:Epoch [35/100], Loss: 0.0245, Val: 0.0029
INFO:pre_training:Epoch [36/100], Loss: 0.0240, Val: 0.0028
INFO:pre_training:Epoch [37/100], Loss: 0.0237, Val: 0.0029
INFO:pre_training:Epoch [38/100], Loss: 0.0232, Val: 0.0029
INFO:pre_training:Epoch [39/100], Loss: 0.0229, Val: 0.0028
INFO:pre_training:Epoch [40/100], Loss: 0.0226, Val: 0.0028
INFO:pre_training:Epoch [41/100], Loss: 0.0222, Val: 0.0028
INFO:pre_training:Epoch [42/100], Loss: 0.0219, Val: 0.0029
INFO:pre_training:Epoch [43/100], Loss: 0.0215, Val: 0.0027
INFO:pre_training:Epoch [44/100], Loss: 0.0212, Val: 0.0027
INFO:pre_training:Epoch [45/100], Loss: 0.0208, Val: 0.0026
INFO:pre_training:Epoch [46/100], Loss: 0.0205, Val: 0.0026
INFO:pre_training:Epoch [47/100], Loss: 0.0203, Val: 0.0026
INFO:pre_training:Epoch [48/100], Loss: 0.0200, Val: 0.0026
INFO:pre_training:Epoch [49/100], Loss: 0.0197, Val: 0.0026
INFO:pre_training:Epoch [50/100], Loss: 0.0194, Val: 0.0027
INFO:pre_training:Epoch [51/100], Loss: 0.0191, Val: 0.0026
INFO:pre_training:Epoch [52/100], Loss: 0.0188, Val: 0.0025
INFO:pre_training:Epoch [53/100], Loss: 0.0187, Val: 0.0024
INFO:pre_training:Epoch [54/100], Loss: 0.0185, Val: 0.0025
INFO:pre_training:Epoch [55/100], Loss: 0.0181, Val: 0.0025
INFO:pre_training:Epoch [56/100], Loss: 0.0179, Val: 0.0025
INFO:pre_training:Epoch [57/100], Loss: 0.0176, Val: 0.0025
INFO:pre_training:Epoch [58/100], Loss: 0.0174, Val: 0.0025
INFO:pre_training:Epoch [59/100], Loss: 0.0172, Val: 0.0024
INFO:pre_training:Epoch [60/100], Loss: 0.0170, Val: 0.0024
INFO:pre_training:Epoch [61/100], Loss: 0.0168, Val: 0.0024
INFO:pre_training:Epoch [62/100], Loss: 0.0167, Val: 0.0024
INFO:pre_training:Epoch [63/100], Loss: 0.0164, Val: 0.0024
INFO:pre_training:Epoch [64/100], Loss: 0.0161, Val: 0.0024
INFO:pre_training:Epoch [65/100], Loss: 0.0160, Val: 0.0023
INFO:pre_training:Epoch [66/100], Loss: 0.0158, Val: 0.0024
INFO:pre_training:Epoch [67/100], Loss: 0.0156, Val: 0.0024
INFO:pre_training:Epoch [68/100], Loss: 0.0154, Val: 0.0024
INFO:pre_training:Epoch [69/100], Loss: 0.0153, Val: 0.0023
