INFO:__main__:Reading the dataset: fish species
INFO:__main__:Pre-training the network: Masked Spectra Modelling
INFO:pre_training:Epoch [1/100], Loss: 0.1430, Val: 0.0078
INFO:pre_training:Epoch [2/100], Loss: 0.1323, Val: 0.0075
INFO:pre_training:Epoch [3/100], Loss: 0.1262, Val: 0.0070
INFO:pre_training:Epoch [4/100], Loss: 0.1216, Val: 0.0066
INFO:pre_training:Epoch [5/100], Loss: 0.1172, Val: 0.0064
INFO:pre_training:Epoch [6/100], Loss: 0.1136, Val: 0.0061
INFO:pre_training:Epoch [7/100], Loss: 0.1103, Val: 0.0059
INFO:pre_training:Epoch [8/100], Loss: 0.1069, Val: 0.0058
INFO:pre_training:Epoch [9/100], Loss: 0.1042, Val: 0.0057
INFO:pre_training:Epoch [10/100], Loss: 0.1016, Val: 0.0055
INFO:pre_training:Epoch [11/100], Loss: 0.0990, Val: 0.0053
INFO:pre_training:Epoch [12/100], Loss: 0.0970, Val: 0.0051
INFO:pre_training:Epoch [13/100], Loss: 0.0947, Val: 0.0049
INFO:pre_training:Epoch [14/100], Loss: 0.0924, Val: 0.0049
INFO:pre_training:Epoch [15/100], Loss: 0.0903, Val: 0.0047
INFO:pre_training:Epoch [16/100], Loss: 0.0885, Val: 0.0046
INFO:pre_training:Epoch [17/100], Loss: 0.0863, Val: 0.0046
INFO:pre_training:Epoch [18/100], Loss: 0.0846, Val: 0.0044
INFO:pre_training:Epoch [19/100], Loss: 0.0828, Val: 0.0044
INFO:pre_training:Epoch [20/100], Loss: 0.0809, Val: 0.0043
INFO:pre_training:Epoch [21/100], Loss: 0.0797, Val: 0.0042
INFO:pre_training:Epoch [22/100], Loss: 0.0786, Val: 0.0041
INFO:pre_training:Epoch [23/100], Loss: 0.0768, Val: 0.0040
INFO:pre_training:Epoch [24/100], Loss: 0.0753, Val: 0.0039
INFO:pre_training:Epoch [25/100], Loss: 0.0734, Val: 0.0039
INFO:pre_training:Epoch [26/100], Loss: 0.0722, Val: 0.0038
INFO:pre_training:Epoch [27/100], Loss: 0.0709, Val: 0.0037
INFO:pre_training:Epoch [28/100], Loss: 0.0698, Val: 0.0036
INFO:pre_training:Epoch [29/100], Loss: 0.0688, Val: 0.0035
INFO:pre_training:Epoch [30/100], Loss: 0.0675, Val: 0.0034
INFO:pre_training:Epoch [31/100], Loss: 0.0664, Val: 0.0034
INFO:pre_training:Epoch [32/100], Loss: 0.0654, Val: 0.0035
INFO:pre_training:Epoch [33/100], Loss: 0.0643, Val: 0.0034
INFO:pre_training:Epoch [34/100], Loss: 0.0632, Val: 0.0034
INFO:pre_training:Epoch [35/100], Loss: 0.0621, Val: 0.0033
INFO:pre_training:Epoch [36/100], Loss: 0.0616, Val: 0.0033
INFO:pre_training:Epoch [37/100], Loss: 0.0604, Val: 0.0032
INFO:pre_training:Epoch [38/100], Loss: 0.0597, Val: 0.0033
INFO:pre_training:Epoch [39/100], Loss: 0.0587, Val: 0.0031
INFO:pre_training:Epoch [40/100], Loss: 0.0577, Val: 0.0031
INFO:pre_training:Epoch [41/100], Loss: 0.0573, Val: 0.0030
INFO:pre_training:Epoch [42/100], Loss: 0.0563, Val: 0.0031
INFO:pre_training:Epoch [43/100], Loss: 0.0556, Val: 0.0031
INFO:pre_training:Epoch [44/100], Loss: 0.0546, Val: 0.0030
INFO:pre_training:Epoch [45/100], Loss: 0.0541, Val: 0.0030
INFO:pre_training:Epoch [46/100], Loss: 0.0533, Val: 0.0030
INFO:pre_training:Epoch [47/100], Loss: 0.0525, Val: 0.0029
INFO:pre_training:Epoch [48/100], Loss: 0.0519, Val: 0.0029
INFO:pre_training:Epoch [49/100], Loss: 0.0511, Val: 0.0028
INFO:pre_training:Epoch [50/100], Loss: 0.0506, Val: 0.0029
INFO:pre_training:Epoch [51/100], Loss: 0.0499, Val: 0.0028
INFO:pre_training:Epoch [52/100], Loss: 0.0492, Val: 0.0028
INFO:pre_training:Epoch [53/100], Loss: 0.0487, Val: 0.0028
INFO:pre_training:Epoch [54/100], Loss: 0.0481, Val: 0.0028
INFO:pre_training:Epoch [55/100], Loss: 0.0475, Val: 0.0028
INFO:pre_training:Epoch [56/100], Loss: 0.0468, Val: 0.0027
INFO:pre_training:Epoch [57/100], Loss: 0.0466, Val: 0.0027
INFO:pre_training:Epoch [58/100], Loss: 0.0458, Val: 0.0027
INFO:pre_training:Epoch [59/100], Loss: 0.0453, Val: 0.0027
INFO:pre_training:Epoch [60/100], Loss: 0.0449, Val: 0.0027
INFO:pre_training:Epoch [61/100], Loss: 0.0443, Val: 0.0026
INFO:pre_training:Epoch [62/100], Loss: 0.0439, Val: 0.0026
INFO:pre_training:Epoch [63/100], Loss: 0.0430, Val: 0.0026
INFO:pre_training:Epoch [64/100], Loss: 0.0426, Val: 0.0026
INFO:pre_training:Epoch [65/100], Loss: 0.0423, Val: 0.0026
INFO:pre_training:Epoch [66/100], Loss: 0.0417, Val: 0.0025
INFO:pre_training:Epoch [67/100], Loss: 0.0414, Val: 0.0025
INFO:pre_training:Epoch [68/100], Loss: 0.0408, Val: 0.0025
INFO:pre_training:Epoch [69/100], Loss: 0.0402, Val: 0.0025
INFO:pre_training:Epoch [70/100], Loss: 0.0399, Val: 0.0025
INFO:pre_training:Epoch [71/100], Loss: 0.0393, Val: 0.0025
INFO:pre_training:Epoch [72/100], Loss: 0.0390, Val: 0.0025
INFO:pre_training:Epoch [73/100], Loss: 0.0387, Val: 0.0024
INFO:pre_training:Epoch [74/100], Loss: 0.0381, Val: 0.0024
INFO:pre_training:Epoch [75/100], Loss: 0.0378, Val: 0.0025
INFO:pre_training:Epoch [76/100], Loss: 0.0373, Val: 0.0024
INFO:pre_training:Epoch [77/100], Loss: 0.0371, Val: 0.0024
INFO:pre_training:Epoch [78/100], Loss: 0.0367, Val: 0.0024
INFO:pre_training:Epoch [79/100], Loss: 0.0363, Val: 0.0024
INFO:pre_training:Epoch [80/100], Loss: 0.0357, Val: 0.0023
INFO:pre_training:Epoch [81/100], Loss: 0.0354, Val: 0.0024
INFO:pre_training:Epoch [82/100], Loss: 0.0352, Val: 0.0023
INFO:pre_training:Epoch [83/100], Loss: 0.0347, Val: 0.0024
INFO:pre_training:Epoch [84/100], Loss: 0.0345, Val: 0.0024
INFO:pre_training:Epoch [85/100], Loss: 0.0341, Val: 0.0023
INFO:pre_training:Epoch [86/100], Loss: 0.0336, Val: 0.0023
INFO:pre_training:Epoch [87/100], Loss: 0.0332, Val: 0.0023
INFO:pre_training:Epoch [88/100], Loss: 0.0329, Val: 0.0023
INFO:pre_training:Epoch [89/100], Loss: 0.0327, Val: 0.0023
INFO:pre_training:Epoch [90/100], Loss: 0.0324, Val: 0.0023
INFO:pre_training:Epoch [91/100], Loss: 0.0321, Val: 0.0022
INFO:pre_training:Epoch [92/100], Loss: 0.0317, Val: 0.0023
INFO:pre_training:Epoch [93/100], Loss: 0.0314, Val: 0.0023
INFO:pre_training:Epoch [94/100], Loss: 0.0309, Val: 0.0022
INFO:pre_training:Epoch [95/100], Loss: 0.0306, Val: 0.0022
INFO:pre_training:Epoch [96/100], Loss: 0.0305, Val: 0.0022
INFO:pre_training:Epoch [97/100], Loss: 0.0301, Val: 0.0022
INFO:pre_training:Epoch [98/100], Loss: 0.0299, Val: 0.0022
INFO:pre_training:Epoch [99/100], Loss: 0.0295, Val: 0.0021
INFO:pre_training:Epoch [100/100], Loss: 0.0292, Val: 0.0022
INFO:__main__:Total time taken to pre-train the model: 152.91s
